sample_name,directionRecognizer,handsDownRecognizer,headDownRecognizer,kneesDownRecognizer,pelvisBelowKneesRecognizer,pelvisDownRecognizer,spanRecognizer,trunkAngleRecognizer,expected
Fall/sample_00018,60.10134764736843,101.45980876097433,60.621035129444245,6.6515240267631865,41.23178027334116,76.69949801390406,333.18520980682086,66.8060005003014,1
Fall/sample_00019,50.93403073112643,98.27464711686255,99.64864312930735,5.894445578515066,100.24168798556093,48.60537284787113,127.37491142804585,66.46684603977879,1
Fall/sample_00020,58.259956176474276,85.53564880805943,104.65258966457782,-4.980614092235853,86.76590974821285,61.01856223661483,175.21866560271417,44.39495675681559,1
Fall/sample_00021,67.18985986480266,102.23336276716651,81.22020441656927,-10.922732606263054,114.05397329089699,51.31226840567791,149.6981663377549,65.09704877991015,1
Fall/sample_00022,80.8050206180052,128.94103021966524,-40.77798766186611,-44.90808859312772,-33.9289370307811,139.66592267616716,431.6629704061455,85.80282202436429,1
Fall/sample_00023,71.7307603786589,114.31592595721308,53.749035419630154,-43.60033952499383,107.39660423522406,70.71899472046576,248.1016842930335,76.35356943600787,1
Fall/sample_00024,-22.136116823510573,81.89989894257423,90.63011962585112,63.34507602246886,-36.95991230003517,84.67276313706915,186.68293150413643,38.11662822418913,1
Fall/sample_00025,71.2832647142241,106.55866704440949,13.547431211053365,-32.99128601878743,39.64643873883435,97.871875008238,579.9881912215193,84.23091516021987,1
Fall/sample_00026,25.880117221262395,73.95395022335745,120.58377131794917,17.17535392783295,59.214911027692985,62.551589489355536,151.51541838928438,38.62857431126842,1
Fall/sample_00027,65.90510669402187,72.3830522982742,126.8979548331304,64.87416900478937,60.423529099548276,37.27322538214932,137.435915353599,40.40939050891058,1
Fall/sample_00028,66.29601588335652,99.9074683692692,61.755111468084024,-24.013983213842856,67.12215664949812,80.62319807951609,336.26331282739625,60.10948626890758,1
Fall/sample_00029,38.98039227468765,69.96028654886497,122.6628904398348,41.22966836724969,36.68115989060136,60.974477945602125,140.87733656643346,17.31431496193215,1
NoFall/sample_00001,27.193584274884426,77.89331541789196,108.60342420843854,83.01624438438321,-38.27150615115061,75.1309703136017,85.83645267171943,2.609290858294099,0
NoFall/sample_00002,47.892348019107345,56.398822575988056,123.18864041407691,29.95240519021135,88.97463416119578,41.647190724284044,167.9649363791169,51.58539717753479,0
NoFall/sample_00003,39.430404648887134,43.757683607779484,222.02676319394254,97.70309957445166,121.5812527820698,0,47.09282872568621,17.50931995130208,0
NoFall/sample_00004,8.606820544395312,64.69809565019713,161.03084074269194,96.05048371238728,17.283478749277826,41.592004086427224,65.29393985363899,17.712211108605004,0
NoFall/sample_00005,32.678652857601726,70.63165672767941,143.0020072541033,60.91997184157509,34.38966428925569,51.920142576506905,76.57839864030662,12.36876507368786,0
NoFall/sample_00006,7.7443385747593645,60.52697371760397,164.36277926991897,93.4024621765865,33.316437514988465,35.38796434509558,120.39362265805987,25.82971077402717,0
NoFall/sample_00007,16.708084982092167,72.05970671885404,157.03755280119591,85.95840573217451,28.05774514180862,41.87244138638865,76.6326142451359,10.675227320173121,0
NoFall/sample_00008,22.07668311270091,73.50682347587647,141.32276270589438,91.68575701259354,1.2163068334146923,51.746397641500025,85.60877852981875,17.259027381734818,0
NoFall/sample_00009,-34.86282198931858,89.10919055723765,134.17774411917424,13.915266935380435,57.076709165531746,65.25700895778527,166.97335469723902,14.22978210246786,0
NoFall/sample_00010,37.41445797951537,44.37211157340168,204.8057958537308,84.88346102549325,118.25989666042057,0,89.57597262201709,14.059957428003129,0
NoFall/sample_00011,32.426470770929896,85.08556928329268,108.6019456351047,15.846443236131257,60.5582178029722,62.623191981808276,101.10736527072473,35.14445419215845,0
NoFall/sample_00012,56.14916718697047,108.39723012117369,62.76481936765006,-51.655729991740195,102.95927189159127,76.88790722174474,330.6662813077434,68.75473658578858,0
NoFall/sample_00013,14.244892689969047,30.70185638836027,183.66646576482623,55.042988233921164,111.14808370007063,18.159243485065048,118.01612656157683,31.821522658771606,0
NoFall/sample_00014,49.34834025125897,67.33896879616324,147.90876930236675,58.507186530146214,77.79476930388313,32.26334763179281,90.12879398060677,34.560982484637634,0
NoFall/sample_00015,44.25506585617948,105.27043323388693,28.416442116963264,41.108390857844064,96.77092831074383,32.08521305041441,131.13831882649157,119.73352655357142,0
NoFall/sample_00016,31.250488631074766,106.73334946346596,41.39605133672543,80.8796168830559,76.74727263795059,21.118997286536228,185.06065784805023,126.86117491870422,0
NoFall/sample_00017,11.756190350470465,30.423270501811743,182.59000826691576,61.65197714439121,77.41492575323011,30.741075152873805,123.37244646458805,10.035568282347294,0
NoFall/sample_00018,36.45576644608872,67.7076115322115,173.30872401415945,98.32868075957093,76.27213411360214,12.19426650313514,58.04468091210849,39.0822782254108,0
NoFall/sample_00019,49.7042879646257,64.22530959577422,171.80108295508322,91.05724086980473,107.53556161396223,1.0909097129140974,80.7329408914072,50.53755466623485,0
NoFall/sample_00020,-16.81850482037062,88.03415336358756,33.77274000514706,-1.2138735976568737,-63.51954226557904,131.18397915600906,194.5430340819911,40.82713265082228,0
NoFall/sample_00021,-6.912120650875187,40.87984994336098,141.37386321234104,-5.538043413067541,125.4785897984499,40.25492238877744,88.44609436085365,9.729051285607298,0
NoFall/sample_00022,60.35402287506971,95.69121876391071,95.39683858378044,43.980579345690316,71.69712005631045,42.679825900962655,217.17334047247653,70.73071523809016,0
NoFall/sample_00023,62.47124416569899,105.10510489025164,77.02273637509127,-27.48712466526298,118.25038555997169,58.15880894177874,175.42476751269825,70.41462670439778,0
NoFall/sample_00024,0.5080452789598471,51.19850539672729,133.2511560643782,77.2047751768813,12.46384201080179,53.972174558301305,85.46056048057011,36.363099769571484,0
NoFall/sample_00025,35.61205445922448,205.9249623136563,-185.98360342453486,-63.707411930187185,-91.82971030962703,177.32298012471364,57.42080637013869,166.21143190549992,0
NoFall/sample_00026,78.27110275917201,112.69429825917472,52.09087125919147,31.941439041175514,38.382555364466405,64.94593710266518,295.4353832895237,84.29540825607006,0
NoFall/sample_00027,38.22026753990026,73.17866714675536,153.1129050529624,83.92630488854991,45.575137316246895,34.5788450054731,76.2506563168971,28.03097050420214,0
NoFall/sample_00028,29.641487097922106,98.32760506199355,103.15116118646522,56.83755536159898,17.70199636754813,61.94086250986143,94.50948036334249,48.65784282879268,0
NoFall/sample_00029,66.2562058531025,115.05943572445818,23.840349255659792,-23.57108187455233,27.667413737295405,98.9760963448359,495.06669797602285,76.03888224551025,0
NoFall/sample_00030,12.011590435317817,81.85571158142037,120.63201838807987,36.90527979540194,14.133927585600912,74.06104396088782,123.004505308875,6.3650869166672095,0
NoFall/sample_00031,57.2380380993217,59.88610443765944,131.53417360470095,50.23991285620325,108.18246253317498,21.827257996050335,129.87102531414777,57.29228128915611,0
